classname , cbo , dit , fanIn , fanOut , lcom , noc , numberOfAttributes , numberOfAttributesInherited , numberOfLinesOfCode , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , rfc , wmc , bugs ,,,,, 
org::eclipse::pde::internal::ui::editor::text::ChangeAwareSourceViewerConfiguration ,11,1,5,6,66,3,5,0,98,12,0,3,1,0,9,39,22,0,,,,, 
org::eclipse::pde::internal::core::ant::ExportBuildListener ,1,1,0,1,21,0,0,0,17,7,6,0,0,0,7,9,8,0,,,,, 
org::eclipse::ui::internal::views::log::Activator ,5,1,5,0,15,0,2,0,44,6,0,1,1,0,4,11,6,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSCommand ,3,7,1,2,36,0,1,158,28,9,520,1,0,0,9,14,9,0,,,,, 
org::eclipse::pde::ui::templates::NewPluginTemplateWizard ,1,5,0,1,6,18,1,0,12,4,16,1,0,0,3,6,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocContentProvider ,4,2,2,2,10,0,0,0,27,5,9,0,0,0,5,12,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::OpenTargetProfileAction ,3,1,1,2,1,0,3,0,20,2,0,3,0,0,2,7,4,0,,,,, 
org::eclipse::pde::internal::runtime::spy::sections::ActivePartSection ,9,1,1,8,1,0,0,0,80,2,7,0,0,0,2,38,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::XMLCompletionProposal ,19,1,1,19,210,0,12,0,405,21,6,12,11,0,10,134,93,2,,,,, 
org::eclipse::pde::ui::launcher::ConfigurationTab ,3,2,1,2,45,0,4,43,52,10,6,4,0,0,10,27,12,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::JARSigningTab ,2,1,1,1,45,0,13,0,117,10,6,13,2,0,2,30,18,0,,,,, 
org::eclipse::pde::internal::ui::views::plugins::PluginsDragAdapter ,3,1,1,2,6,0,1,0,49,4,0,0,1,1,3,19,10,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroCommand ,10,1,7,3,45,7,2,0,37,10,8,2,0,0,8,18,13,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::FeatureExportWizardPage ,9,3,1,8,153,0,1,5,97,18,31,1,1,0,3,70,33,0,,,,, 
org::eclipse::pde::internal::ui::parts::SharedPart ,6,1,6,0,15,1,1,0,30,6,6,1,0,0,3,13,8,0,,,,, 
org::eclipse::pde::internal::core::builders::ManifestConsistencyChecker ,18,1,1,18,55,0,8,0,230,11,0,8,10,0,0,101,56,2,,,,, 
org::eclipse::pde::internal::core::plugin::AbstractExtensionsModel ,6,6,2,4,78,1,2,2,60,13,73,1,0,0,10,42,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::XMLContentAssistText ,3,1,1,2,15,0,2,0,82,6,6,2,2,0,4,19,19,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::actions::SimpleCSPreviewAction ,7,1,3,4,6,0,2,0,39,4,0,2,0,0,4,15,6,0,,,,, 
org::eclipse::pde::internal::core::plugin::AbbreviatedPluginModel ,1,9,0,1,1,0,2,4,8,2,175,2,0,0,2,4,2,0,,,,, 
org::eclipse::pde::ui::launcher::AbstractPDELaunchConfiguration ,16,1,2,14,171,2,1,0,180,19,0,0,0,0,9,112,39,1,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSOnCompletion ,3,5,1,2,21,0,1,110,21,7,409,1,0,0,7,10,7,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::BundleLocalizationHeader ,3,5,2,1,3,0,1,4,9,3,64,1,0,0,3,5,3,0,,,,, 
org::eclipse::pde::internal::core::feature::FeatureChild ,14,4,5,9,325,0,10,33,208,26,78,10,0,0,24,123,56,0,,,,, 
org::eclipse::pde::internal::ui::search::FindPluginReferencesAction ,4,1,0,4,6,0,1,0,28,4,6,1,1,0,3,18,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCategoryNameDialog ,1,1,1,0,78,0,2,0,80,13,0,2,8,0,2,32,13,0,,,,, 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSSubItem ,5,6,3,2,66,0,1,158,38,12,499,1,0,0,12,22,12,0,,,,, 
org::eclipse::pde::internal::core::ExternalFeatureModelManager ,16,1,3,13,136,0,4,0,132,17,6,4,7,0,10,69,38,2,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocHTMLTitleUtil ,7,1,0,7,1,0,3,0,39,2,6,3,1,0,1,18,4,0,,,,, 
org::eclipse::pde::internal::ui::launcher::JUnitProgramBlock ,5,2,1,4,15,0,0,1,38,6,19,0,0,0,2,24,11,0,,,,, 
org::eclipse::pde::internal::ui::preferences::OSGiFrameworkPreferencePage ,4,1,0,4,15,0,3,0,79,6,0,3,1,0,3,20,6,2,,,,, 
org::eclipse::pde::internal::ui::editor::build::BuildContentsSection ,22,5,3,19,465,2,7,2,396,31,73,1,2,0,11,181,127,0,,,,, 
org::eclipse::pde::ui::launcher::AbstractLauncherTab ,6,1,6,0,15,6,0,0,17,6,0,0,0,0,5,11,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::ConfigurationSection ,19,3,1,18,120,0,8,0,226,16,21,8,8,0,7,107,33,0,,,,, 
org::eclipse::pde::internal::ui::search::SearchResult ,10,1,3,7,55,1,1,0,77,11,0,0,0,0,9,45,25,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::EditorTemplate ,15,6,1,14,66,0,3,13,91,12,82,0,2,0,8,47,20,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::CategorySection ,34,5,2,32,741,0,12,2,595,39,71,12,19,0,13,273,122,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::TocWizardPage ,3,2,1,2,10,0,1,0,33,5,4,1,0,0,3,12,7,0,,,,, 
org::eclipse::pde::internal::ui::samples::ShowTargetPlatformAction ,2,1,0,2,0,0,0,0,14,1,0,0,0,0,1,5,1,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::ImportWizardTemplate ,13,5,0,13,78,0,6,13,114,13,80,1,1,0,9,47,17,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::NewCSFileWizard ,3,1,1,2,15,1,1,0,39,6,0,0,1,0,4,19,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocEditor ,15,3,0,15,435,0,1,1,236,30,72,1,10,0,11,96,58,0,,,,, 
org::eclipse::pde::internal::ui::editor::site::ArchivePage ,7,2,1,6,3,0,4,0,23,3,28,3,0,0,1,15,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureDependenciesPage ,6,2,1,5,6,0,3,0,45,4,28,2,0,0,2,18,4,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::AbstractExportTab ,7,1,3,4,21,2,1,0,37,7,6,0,0,0,1,29,13,1,,,,, 
org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpTopic ,8,5,6,2,45,0,1,30,38,10,253,1,0,0,10,17,13,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::RegisterTocWizardPage ,13,1,1,12,153,0,8,0,162,18,3,4,12,0,6,73,35,0,,,,, 
org::eclipse::pde::internal::core::plugin::PluginReference ,6,1,3,3,15,1,2,0,35,6,0,2,0,0,6,12,12,0,,,,, 
org::eclipse::pde::internal::core::target::TargetJRE ,5,3,1,4,45,0,3,4,106,10,36,3,1,0,9,50,34,1,,,,, 
org::eclipse::pde::internal::ui::compare::ManifestStructureCreator ,7,1,2,5,91,0,0,0,138,14,0,0,6,0,5,60,28,0,,,,, 
org::eclipse::pde::internal::core::SourceLocationKey ,2,1,0,2,3,0,2,0,23,3,6,2,0,0,3,9,10,1,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginExtensionPointNode ,10,4,3,7,66,0,1,14,47,12,178,1,0,0,12,34,16,1,,,,, 
org::eclipse::pde::internal::core::plugin::ExternalFragmentModel ,4,8,2,2,6,0,1,4,11,4,160,1,0,0,4,7,3,0,,,,, 
org::eclipse::pde::internal::ui::preferences::PDEPreferencesUtil ,1,1,0,1,0,0,0,0,15,1,6,0,0,0,1,4,2,0,,,,, 
org::eclipse::pde::internal::core::XMLCopyrightHandler ,1,1,1,0,36,0,2,0,24,9,12,2,0,0,9,11,12,0,,,,, 
org::eclipse::pde::internal::ui::wizards::plugin::FragmentContentPage ,12,2,1,11,91,0,15,11,270,14,13,14,8,0,4,87,37,1,,,,, 
org::eclipse::pde::internal::core::builders::DefaultSAXParser ,6,1,4,2,0,0,0,0,19,1,6,0,0,0,1,6,2,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::StateViewPage ,12,1,3,12,136,0,10,0,236,17,3,10,6,0,9,98,42,1,,,,, 
org::eclipse::pde::internal::ui::correction::java::QuickFixProcessor ,6,1,0,6,21,0,0,0,145,7,6,0,5,0,2,58,36,0,,,,, 
org::eclipse::pde::internal::ui::parts::TablePart ,27,4,26,1,15,4,0,1,31,6,31,0,0,0,2,10,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::ConvertProjectToPluginOperation ,23,1,2,21,45,0,4,0,195,10,0,4,8,0,1,96,42,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaElementDetails ,8,4,1,7,15,0,6,2,107,6,47,6,0,0,6,33,17,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::ImportPackageHeader ,13,6,9,4,10,0,1,6,20,5,78,1,0,0,4,13,6,0,,,,, 
org::eclipse::pde::internal::ui::views::dependencies::HistoryAction ,5,1,1,4,3,0,2,0,24,3,0,2,1,0,2,11,3,0,,,,, 
org::eclipse::pde::internal::core::bundle::WorkspaceBundlePluginModelBase ,14,8,2,12,55,2,4,4,70,11,183,4,0,0,10,39,29,0,,,,, 
org::eclipse::pde::internal::ui::preferences::ManifestSyntaxColorTab ,4,2,1,3,6,0,1,1,27,4,14,1,0,0,1,12,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::FilteredSchemaAttributeSelectionDialog ,17,1,3,15,91,0,6,0,106,14,0,6,1,0,3,57,25,0,,,,, 
org::eclipse::pde::internal::ui::parts::EditableTablePart ,18,5,14,5,21,0,2,1,35,7,37,2,1,0,4,21,11,0,,,,, 
org::eclipse::pde::internal::ui::tests::macro::MacroManager ,22,1,11,13,190,0,11,0,220,20,6,7,5,0,15,95,46,0,,,,, 
org::eclipse::pde::internal::ui::editor::outline::QuickOutlineMouseMoveListener ,2,1,1,1,1,0,2,0,32,2,6,2,0,0,2,15,9,0,,,,, 
org::eclipse::pde::internal::ui::launcher::PDEMigrationDelegate ,5,1,1,4,1,1,0,0,26,2,6,0,0,0,2,14,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocFoldingStructureProvider ,3,3,1,2,1,0,1,0,21,2,16,1,1,0,1,11,5,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginDocumentHandler ,10,2,1,10,36,0,3,2,102,9,47,2,0,0,4,52,26,0,,,,, 
org::eclipse::pde::internal::ui::correction::ChooseManifestClassResolution ,4,3,1,3,3,0,1,5,13,3,14,1,0,0,2,8,4,0,,,,, 
org::eclipse::pde::internal::ui::parts::TreePart ,8,4,7,1,21,1,0,1,34,7,31,0,0,0,2,13,7,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::PluginImportNode ,4,4,0,4,78,0,1,29,75,13,183,1,0,0,13,42,28,0,,,,, 
org::eclipse::pde::internal::ui::preferences::TargetEnvironmentTab ,14,1,1,14,120,0,13,0,280,16,6,13,10,0,3,132,50,1,,,,, 
org::eclipse::pde::internal::core::plugin::PluginBase ,18,4,7,11,325,2,9,17,222,26,122,9,0,0,20,133,70,0,,,,, 
org::eclipse::ui::internal::views::log::OpenLogDialog ,12,1,2,10,105,0,6,0,156,15,0,6,7,0,2,69,29,0,,,,, 
org::eclipse::ui::internal::views::log::EventDetailsDialog ,16,1,1,15,703,0,31,0,638,38,0,28,22,1,8,208,98,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::WindowImagesSection ,20,3,1,19,91,0,4,0,130,14,21,4,6,0,7,76,22,0,,,,, 
org::eclipse::pde::internal::ui::wizards::extension::NewExtensionWizard ,7,2,2,6,21,0,6,0,45,7,8,5,2,0,5,28,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::TypeContentProposalListener ,2,1,1,1,6,0,0,0,16,4,6,0,0,0,4,6,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpInputContext ,8,4,1,7,15,0,1,3,50,6,51,0,0,0,3,30,10,0,,,,, 
org::eclipse::pde::ui::launcher::EclipseLauncherTabGroup ,2,2,0,2,1,0,0,0,24,2,2,0,0,0,2,12,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::TypeFieldAssistDisposer ,4,1,4,0,1,0,2,0,20,2,6,2,0,0,2,5,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSDetails ,7,4,1,6,45,0,3,0,75,10,32,3,3,0,7,34,14,0,,,,, 
org::eclipse::pde::internal::core::TargetPlatformHelper ,75,1,52,25,325,0,5,0,379,26,6,1,4,0,22,227,125,4,,,,, 
org::eclipse::pde::ui::launcher::OSGiLauncherTabGroup ,6,1,0,6,1,0,0,0,9,2,0,0,0,0,2,12,2,1,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::BaseCSCreationOperation ,5,1,3,2,10,2,1,0,42,5,0,0,1,0,2,13,8,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::PropertyPageNewWizard ,2,6,0,2,3,0,0,0,10,3,20,0,0,0,3,6,3,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::SourceInformationProvider ,6,1,1,5,45,0,8,0,59,10,6,1,0,0,9,26,25,0,,,,, 
org::eclipse::pde::internal::ui::wizards::plugin::PluginFieldData ,6,2,6,0,78,1,6,0,37,13,57,6,0,0,13,17,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::actions::TocAddTopicAction ,5,2,1,4,1,0,0,2,15,2,4,0,0,0,2,10,3,0,,,,, 
org::eclipse::pde::internal::runtime::registry::DiagnosticsDialog ,0,1,0,0,3,0,0,0,11,3,0,0,0,0,1,5,3,0,,,,, 
org::eclipse::pde::ui::templates::AbstractTemplateSection ,52,1,29,23,378,1,8,0,384,28,20,1,7,0,10,175,99,0,,,,, 
org::eclipse::pde::internal::core::text::toc::TocModel ,13,6,12,2,15,0,3,5,30,6,75,3,0,0,3,11,8,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaElementReferenceDetails ,3,4,1,2,10,0,3,2,60,5,47,3,0,0,5,24,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::details::TocAbstractDetails ,14,3,5,9,325,4,4,0,98,26,14,4,1,0,14,76,23,0,,,,, 
org::eclipse::pde::internal::ui::wizards::ResizableWizardDialog ,3,1,3,0,0,0,0,0,4,1,0,0,0,0,1,2,1,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorContributor ,4,3,0,4,21,0,1,3,28,7,33,1,0,0,6,16,9,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizard ,14,3,1,13,15,0,1,13,71,6,18,1,1,0,1,43,12,2,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::ProductExportWizardPage ,5,2,3,4,210,0,11,0,147,21,3,11,4,0,3,73,28,3,,,,, 
org::eclipse::pde::internal::core::feature::ExternalFeatureModel ,6,6,3,3,36,0,2,3,32,9,81,2,0,0,7,16,12,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureSourcePage ,3,4,1,2,21,0,0,0,23,7,70,0,0,0,6,9,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocPage ,18,2,1,17,55,0,2,0,130,11,29,1,3,0,6,65,33,0,,,,, 
org::eclipse::pde::internal::ui::samples::SampleEditor ,8,1,1,8,66,0,6,0,122,12,0,6,2,0,10,52,18,0,,,,, 
org::eclipse::pde::internal::ui::editor::SourceViewerConfigurationFactory ,6,1,1,5,0,0,0,0,15,1,6,0,0,0,1,8,5,1,,,,, 
org::eclipse::pde::internal::ui::search::PluginSearchActionGroup ,16,1,5,11,36,0,1,0,95,9,0,1,6,0,3,54,31,0,,,,, 
org::eclipse::pde::internal::ui::correction::java::FindClassResolutionsOperation ,9,1,2,7,10,0,3,0,77,5,6,0,3,3,2,47,23,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSHelpDetails ,10,5,2,8,21,0,10,0,239,7,34,10,1,0,6,47,16,0,,,,, 
org::eclipse::pde::internal::ui::util::PDELabelUtility ,9,1,5,4,15,0,0,0,173,6,6,0,2,0,4,64,39,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointsSection ,29,5,2,27,171,0,1,2,259,19,72,1,4,0,7,135,49,0,,,,, 
org::eclipse::pde::internal::ui::templates::rcp::IntroNewWizard ,2,6,0,2,1,0,0,0,7,2,20,0,0,0,2,5,2,0,,,,, 
org::eclipse::pde::internal::core::text::plugin::FragmentModel ,5,7,5,0,10,0,0,5,14,5,157,0,0,0,5,6,5,0,,,,, 
org::eclipse::pde::internal::core::text::build::BuildModelFactory ,2,1,1,1,1,0,1,0,6,2,7,1,0,0,2,3,2,0,,,,, 
org::eclipse::pde::internal::ui::wizards::site::OpenProjectWizardAction ,5,1,1,4,1,0,0,0,17,2,0,0,0,0,2,11,3,0,,,,, 
org::eclipse::pde::internal::core::target::ImplicitDependenciesInfo ,10,3,1,9,36,0,2,1,62,9,36,1,0,1,9,54,21,0,,,,, 
org::eclipse::pde::internal::core::TargetPDERegistryStrategy ,1,2,1,0,1,0,0,0,6,2,10,0,0,0,1,2,2,0,,,,, 
org::eclipse::ui::internal::views::log::ImportLogAction ,5,1,1,5,21,0,5,0,102,7,0,5,3,0,4,39,19,0,,,,, 
org::eclipse::pde::internal::core::builders::ExtensionPointSchemaBuilder ,14,1,0,14,45,0,0,0,134,10,0,0,9,0,0,80,30,1,,,,, 
org::eclipse::pde::internal::core::ant::PluginExportTask ,5,2,0,5,1,0,1,6,27,2,10,0,0,0,1,20,5,0,,,,, 
org::eclipse::pde::internal::ui::wizards::toc::TocHTMLWizardPage ,4,1,1,3,15,0,1,0,47,6,0,1,0,0,2,21,11,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::JavaHyperlink ,2,2,2,0,1,0,1,1,22,2,10,1,0,0,2,8,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::GeneralInfoSection ,22,3,3,19,406,2,13,0,272,29,21,12,11,0,7,179,50,0,,,,, 
org::eclipse::pde::internal::core::bundle::BundleFragment ,11,6,3,8,45,0,1,28,75,10,158,1,2,0,8,47,21,0,,,,, 
org::eclipse::pde::internal::ui::wizards::ListUtil ,0,1,0,0,0,0,5,0,3,1,6,1,0,0,1,1,1,0,,,,, 
org::eclipse::pde::internal::ui::launcher::EclipsePluginValidationOperation ,14,2,3,11,28,0,2,1,77,8,14,2,3,0,4,54,24,0,,,,, 
org::eclipse::pde::internal::core::schema::DocumentSection ,4,3,2,2,15,0,3,11,49,6,29,2,1,0,5,14,16,0,,,,, 
org::eclipse::pde::internal::ui::templates::ide::ViewTemplate ,17,5,1,16,105,0,2,13,146,15,80,2,2,0,10,82,30,0,,,,, 
org::eclipse::pde::internal::ui::util::PluginAdapter ,3,1,0,3,1,0,0,0,19,2,6,0,0,0,2,12,6,0,,,,, 
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectCreationPage ,4,1,3,1,6,0,3,0,75,4,0,2,0,0,3,20,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::target::TargetErrorDialog ,5,2,1,4,6,0,1,0,42,4,5,1,1,0,1,15,6,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::FormFilteredTree ,6,1,3,3,21,0,2,0,91,7,0,2,0,0,4,26,12,2,,,,, 
org::eclipse::pde::internal::core::ClasspathComputer ,22,1,6,16,136,0,4,0,253,17,6,4,9,0,7,140,78,0,,,,, 
org::eclipse::pde::internal::ui::preferences::SyntaxColorTab ,4,1,1,3,66,2,6,0,152,12,6,5,4,0,5,47,13,1,,,,, 
org::eclipse::pde::internal::ui::correction::OrganizeImportPackageResolution ,2,3,0,2,6,0,1,5,13,4,14,1,0,0,3,6,4,0,,,,, 
org::eclipse::pde::internal::runtime::registry::RegistryFilteredTree ,1,1,0,1,3,0,1,0,38,3,0,1,0,0,1,9,4,1,,,,, 
org::eclipse::pde::internal::ui::editor::validation::TextValidator ,8,2,6,2,36,0,3,1,76,9,36,3,1,0,2,33,16,0,,,,, 
org::eclipse::pde::ui::templates::StringOption ,6,3,2,4,28,0,5,0,58,8,23,5,0,0,8,27,15,0,,,,, 
org::eclipse::pde::internal::ui::wizards::imports::ExternalPluginLibrariesFilter ,1,1,0,1,0,0,0,0,16,1,0,0,0,0,1,4,5,0,,,,, 
org::eclipse::pde::internal::ui::elements::TreeContentProvider ,2,3,1,1,28,0,0,0,35,8,11,0,0,0,8,12,13,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::BundleFoldingStructureProvider ,2,3,1,1,1,0,1,0,16,2,16,1,1,0,1,9,4,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::RenameExtensionPointProcessor ,9,1,1,8,120,0,1,0,110,16,0,0,4,1,9,68,33,0,,,,, 
org::eclipse::pde::internal::core::text::bundle::RequireBundleHeader ,16,5,7,10,21,0,1,6,73,7,71,1,1,0,5,41,21,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::XMLTagScanner ,2,2,1,1,6,0,2,0,29,4,9,2,0,0,2,14,8,0,,,,, 
org::eclipse::pde::internal::ui::launcher::PDELogFileProvider ,4,1,1,3,1,0,0,0,34,2,7,0,0,0,2,13,4,0,,,,, 
org::eclipse::pde::internal::core::plugin::PluginExtension ,19,5,3,17,91,0,4,12,161,14,112,3,1,0,11,101,52,0,,,,, 
org::eclipse::pde::internal::ui::wizards::feature::FeatureData ,5,1,4,1,6,0,8,0,13,4,6,0,0,8,4,7,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::display::InfoControlTextPresenter ,6,1,0,6,3,0,4,0,100,3,6,4,1,0,1,29,16,0,,,,, 
org::eclipse::pde::internal::ui::editor::PDEFormEditor ,151,1,133,26,2775,2,10,0,624,75,4,9,10,0,39,315,167,0,,,,, 
org::eclipse::pde::internal::core::FeatureTable ,7,1,1,6,36,0,4,0,108,9,6,4,3,0,6,67,24,0,,,,, 
org::eclipse::pde::internal::ui::wizards::product::ProductFromExtensionOperation ,8,2,1,7,3,0,1,0,41,3,6,1,1,0,1,24,10,0,,,,, 
org::eclipse::pde::internal::ui::correction::RemoveStaticProjectReferences ,1,2,1,0,10,0,0,5,25,5,12,0,0,0,4,6,7,0,,,,, 
org::eclipse::pde::internal::ui::parts::WizardCheckboxTablePart ,21,5,18,3,153,6,5,1,93,18,37,5,1,0,9,48,23,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::AboutSection ,19,3,1,18,91,0,3,0,142,14,21,3,6,0,7,79,19,0,,,,, 
org::eclipse::pde::internal::ui::correction::java::JavaResolutionFactory ,5,1,2,3,15,0,2,0,126,6,6,0,1,0,5,17,9,0,,,,, 
org::eclipse::pde::internal::ui::editor::schema::SchemaOtherAttributeDetails ,1,5,1,0,1,0,0,2,5,2,55,0,0,0,1,2,2,0,,,,, 
org::eclipse::pde::internal::ui::refactoring::FileMoveParticipant ,0,3,0,0,0,0,0,2,3,1,11,0,0,0,1,1,1,0,,,,, 
org::eclipse::pde::internal::ui::editor::FoldingStructureProviderFactory ,4,1,1,3,0,0,0,0,12,1,6,0,0,0,1,4,4,0,,,,, 
org::eclipse::pde::internal::ui::editor::feature::FeatureSpecSection ,26,3,1,25,231,0,10,0,460,22,21,10,11,0,10,183,71,0,,,,, 
org::eclipse::pde::internal::ui::nls::ModelChangeLabelProvider ,9,3,1,8,15,0,2,14,51,6,17,2,2,0,4,35,17,0,,,,, 
org::eclipse::pde::internal::ui::editor::text::PDEMarkerAnnotationModel ,2,1,1,1,1,0,0,0,6,2,0,0,0,0,1,3,2,0,,,,, 
org::eclipse::pde::internal::ui::wizards::cheatsheet::CSFileWizardPage ,1,2,1,0,10,1,6,0,76,5,4,3,0,0,3,12,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocBlock ,7,2,1,6,28,0,5,0,68,8,8,5,0,0,6,21,16,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::rows::ExtensionAttributeRow ,19,1,8,11,171,2,6,0,84,19,7,0,0,0,10,47,32,0,,,,, 
org::eclipse::pde::internal::core::exports::FeatureBasedExportOperation ,7,2,0,7,15,2,1,7,53,6,32,0,2,0,2,37,10,2,,,,, 
org::eclipse::pde::internal::ui::wizards::product::ProductDefinitonWizardPage ,16,1,2,14,190,0,7,0,198,20,0,7,10,0,10,97,45,1,,,,, 
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsProcessor ,13,1,3,10,300,0,15,14,233,25,0,1,3,1,22,100,73,0,,,,, 
org::eclipse::pde::internal::ui::editor::plugin::PluginExportAction ,7,1,1,6,3,0,1,0,36,3,0,1,1,0,2,19,6,0,,,,, 
org::eclipse::pde::internal::ui::elements::DefaultTableProvider ,2,2,2,0,0,11,0,0,0,1,9,0,0,0,1,1,0,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::OverviewPage ,13,3,1,12,36,0,2,0,62,9,37,1,3,0,2,53,16,1,,,,, 
org::eclipse::pde::internal::ui::editor::site::FeatureDetailsSection ,7,3,0,7,136,0,5,0,152,17,21,5,7,0,10,72,35,0,,,,, 
org::eclipse::pde::internal::ui::parts::TreeMessageDialog ,1,1,1,0,10,1,3,0,23,5,0,3,0,0,4,7,5,0,,,,, 
org::eclipse::pde::internal::ui::editor::contentassist::display::JavaDocCommentReader ,1,2,0,1,10,0,5,0,42,5,25,5,0,0,5,11,12,0,,,,, 
org::eclipse::pde::internal::ui::parts::PluginVersionPart ,12,1,3,10,153,0,7,0,210,18,6,7,10,0,7,103,59,0,,,,, 
org::eclipse::pde::internal::ui::launcher::OSGiBundleBlock ,15,2,2,13,253,0,5,9,338,23,35,5,10,0,2,150,87,0,,,,, 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSDataObject ,7,4,2,5,91,2,2,62,50,14,55,2,0,0,8,24,15,0,,,,, 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::details::CompCSEnclosingTextDetails ,12,5,2,10,253,0,15,0,274,23,34,15,14,0,9,122,39,0,,,,, 
org::eclipse::pde::internal::ui::search::FindDeclarationsAction ,6,2,1,5,1,0,1,0,27,2,3,1,0,0,1,21,7,0,,,,, 
org::eclipse::pde::internal::ui::editor::product::ProductInputContext ,9,3,1,8,21,0,1,1,59,7,41,0,0,0,3,34,12,0,,,,, 
org::eclipse::pde::internal::core::text::build::PropertiesTextChangeListener ,5,4,1,4,1,0,0,4,25,2,16,0,0,0,2,13,8,0,,,,, 
org::eclipse::pde::internal::ui::wizards::exports::PluginExportWizardPage ,8,3,1,7,36,0,0,5,51,9,31,0,1,0,2,33,21,0,,,,, 
org::eclipse::pde::internal::ui::editor::toc::TocHyperlinkDetector ,6,2,1,5,1,0,0,0,39,2,11,0,0,0,1,24,13,0,,,,, 
org::eclipse::pde::internal::ui::launcher::TracingBlock ,15,1,5,11,210,0,10,0,282,21,6,10,11,0,9,130,53,5,,,,, 
org::eclipse::pde::internal::core::schema::SchemaAnnotationHandler ,6,2,3,3,21,0,9,1,54,7,36,9,0,0,5,21,19,0,,,,, 
